Symbol|Name|LastSale|MarketCap|IPOyear|Sector|industry|Summary Quote
SFBC|Sound Financial Bancorp, Inc.|20.09|$50.75M|n/a|Finance|Savings Institutions|http://www.nasdaq.com/symbol/sfbc
SOR|Source Capital, Inc.|73.03|$632.09M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/sor
SJI|South Jersey Industries, Inc.|24.69|$1.69B|n/a|Public Utilities|Oil/Gas Transmission|http://www.nasdaq.com/symbol/sji
SSB|South State Corporation|78.61|$1.9B|n/a|Finance|Major Banks|http://www.nasdaq.com/symbol/ssb
SOCB|Southcoast Financial Corporation|9.4499|$67.13M|n/a|Finance|Major Banks|http://www.nasdaq.com/symbol/socb
SXE|Southcross Energy Partners, L.P.|8.21|$295.68M|2012|Public Utilities|Natural Gas Distribution|http://www.nasdaq.com/symbol/sxe
SCE^B|Southern California Edison Company|21.95|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/sce^b
SCE^C|Southern California Edison Company|21.7|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/sce^c
SCE^D|Southern California Edison Company|23.75|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/sce^d
SCE^E|Southern California Edison Company|24.0799|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/sce^e
SCE^F|Southern California Edison Company|25.124|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/sce^f
SCE^G|Southern California Edison Company|24.18|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/sce^g
SCE^H|Southern California Edison Company|28.05|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/sce^h
SO|Southern Company (The)|45.46|$41.3B|n/a|Public Utilities|Electric Utilities: Central|http://www.nasdaq.com/symbol/so
SCCO|Southern Copper Corporation|28.67|$22.85B|n/a|Basic Industries|Precious Metals|http://www.nasdaq.com/symbol/scco
SFST|Southern First Bancshares, Inc.|21.21|$132.27M|n/a|Finance|Major Banks|http://www.nasdaq.com/symbol/sfst
SMBC|Southern Missouri Bancorp, Inc.|19.3299|$143.42M|n/a|Finance|Banks|http://www.nasdaq.com/symbol/smbc
SONA|Southern National Bancorp of Virginia, Inc.|11.55|$141.64M|n/a|Finance|Major Banks|http://www.nasdaq.com/symbol/sona
SBSI|Southside Bancshares, Inc.|27.66|$700.66M|n/a|Finance|Major Banks|http://www.nasdaq.com/symbol/sbsi
LUV|Southwest Airlines Company|37.79|$24.92B|n/a|Transportation|Air Freight/Delivery Services|http://www.nasdaq.com/symbol/luv
OKSB|Southwest Bancorp, Inc.|17.33|$329.85M|1993|Finance|Major Banks|http://www.nasdaq.com/symbol/oksb
SWX|Southwest Gas Corporation|54.29|$2.55B|n/a|Public Utilities|Oil & Gas Production|http://www.nasdaq.com/symbol/swx
SGB|Southwest Georgia Financial Corporation|14.7095|$37.48M|n/a|Finance|Major Banks|http://www.nasdaq.com/symbol/sgb
SWN|Southwestern Energy Company|18.26|$7.02B|n/a|Energy|Oil & Gas Production|http://www.nasdaq.com/symbol/swn
SWNC|Southwestern Energy Company|42.0975|n/a|2015|Energy|Oil & Gas Production|http://www.nasdaq.com/symbol/swnc
SSS|Sovran Self Storage, Inc.|95.73|$3.43B|1995|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/sss
SP|SP Plus Corporation|23.66|$526.23M|n/a|Consumer Services|Rental/Leasing Companies|http://www.nasdaq.com/symbol/sp
SPAN|Span-America Medical Systems, Inc.|19.68|$58.87M|1983|Health Care|Industrial Specialties|http://www.nasdaq.com/symbol/span
SBSA|Spanish Broadcasting System, Inc.|6.5|$42.3M|1999|Consumer Services|Broadcasting|http://www.nasdaq.com/symbol/sbsa
SGRP|SPAR Group, Inc.|1.3|$26.75M|n/a|Miscellaneous|Business Services|http://www.nasdaq.com/symbol/sgrp
SPKE|Spark Energy, Inc.|14.69|$203.42M|2014|Public Utilities|Power Generation|http://www.nasdaq.com/symbol/spke
LOV|Spark Networks, Inc.|3.15|$79.41M|n/a|Miscellaneous|Business Services|http://www.nasdaq.com/symbol/lov
ONCE|Spark Therapeutics, Inc.|55.42|$1.36B|2015|Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|http://www.nasdaq.com/symbol/once
SPAR|Spartan Motors, Inc.|4.88|$167.17M|n/a|Capital Goods|Auto Manufacturing|http://www.nasdaq.com/symbol/spar
SPTN|SpartanNash Company|32.7|$1.23B|n/a|Consumer Non-Durables|Food Distributors|http://www.nasdaq.com/symbol/sptn
SPA|Sparton Corporation|23.9|$236.86M|n/a|Technology|Electrical Products|http://www.nasdaq.com/symbol/spa
SPE|Special Opportunities Fund Inc.|15.01|$117.52M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/spe
SE|Spectra Energy Corp|30.05|$20.17B|n/a|Public Utilities|Oil & Gas Production|http://www.nasdaq.com/symbol/se
SEP|Spectra Energy Partners, LP|50.07|$14.94B|2007|Public Utilities|Natural Gas Distribution|http://www.nasdaq.com/symbol/sep
SPB           |Spectrum Brands Holdings, Inc.|100.71|$5.99B|n/a|Miscellaneous|Industrial Machinery/Components|http://www.nasdaq.com/symbol/spb           
SPPI|Spectrum Pharmaceuticals, Inc.|7.39|$495.09M|n/a|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/sppi
SPDC|Speed Commerce, Inc.|0.25|$19.76M|n/a|Technology|Retail: Computer Software & Peripheral Equipment|http://www.nasdaq.com/symbol/spdc
TRK|Speedway Motorsports, Inc.|20.66|$853.02M|1995|Consumer Services|Services-Misc. Amusement & Recreation|http://www.nasdaq.com/symbol/trk
ANY|Sphere 3D Corp.|4.02|$143M|n/a|Technology|EDP Services|http://www.nasdaq.com/symbol/any
SPEX|Spherix Incorporated|0.231|$6.61M|n/a|Miscellaneous|Multi-Sector Companies|http://www.nasdaq.com/symbol/spex
SPR|Spirit Aerosystems Holdings, Inc.|56.52|$7.99B|2006|Capital Goods|Military/Government/Technical|http://www.nasdaq.com/symbol/spr
SAVE|Spirit Airlines, Inc.|59.47|$4.34B|2011|Transportation|Air Freight/Delivery Services|http://www.nasdaq.com/symbol/save
SRC|Spirit Realty Capital, Inc.|10.29|$4.54B|2013|Consumer Services|Building operators|http://www.nasdaq.com/symbol/src
SPLK|Splunk Inc.|69.4|$8.72B|2012|Technology|Computer Software: Prepackaged Software|http://www.nasdaq.com/symbol/splk
SPOK|Spok Holdings, Inc.|16.52|$355.33M|n/a|Public Utilities|Telecommunications Equipment|http://www.nasdaq.com/symbol/spok
SPWH|Sportsman&#39;s Warehouse Holdings, Inc.|n/a|n/a|2014|Consumer Services|Other Specialty Stores|http://www.nasdaq.com/symbol/spwh
SRLP|Sprague Resources LP|22|$463.68M|2013|Energy|Oil Refining/Marketing|http://www.nasdaq.com/symbol/srlp
LEAF|Springleaf Holdings, Inc.|47.73|$6.42B|2013|Finance|Finance: Consumer Services|http://www.nasdaq.com/symbol/leaf
S|Sprint Corporation|3.84|$15.23B|2013|Public Utilities|Telecommunications Equipment|http://www.nasdaq.com/symbol/s
FUND|Sprott Focus Trust, Inc.|6.61|$150.25M|n/a|Consumer Services|Miscellaneous|http://www.nasdaq.com/symbol/fund
SFM|Sprouts Farmers Market, Inc.|21.11|$3.24B|2013|Consumer Services|Food Chains|http://www.nasdaq.com/symbol/sfm
SPSC|SPS Commerce, Inc.|73.77|$1.22B|2010|Technology|Computer Software: Prepackaged Software|http://www.nasdaq.com/symbol/spsc
SPW|SPX Corporation|n/a|n/a|n/a|Technology|Industrial Machinery/Components|http://www.nasdaq.com/symbol/spw
SQBK|Square 1 Financial, Inc.|27.61|$825.01M|2014|Finance|Major Banks|http://www.nasdaq.com/symbol/sqbk
SSNC|SS&C Technologies Holdings, Inc.|68.33|$6.61B|2010|Technology|Computer Software: Prepackaged Software|http://www.nasdaq.com/symbol/ssnc
JOE|St. Joe Company (The)|16.24|$1.49B|n/a|Consumer Services|Homebuilding|http://www.nasdaq.com/symbol/joe
STJ|St. Jude Medical, Inc.|72|$20.29B|n/a|Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|http://www.nasdaq.com/symbol/stj
STAA|STAAR Surgical Company|8.19|$318.2M|n/a|Health Care|Ophthalmic Goods|http://www.nasdaq.com/symbol/staa
STAG|Stag Industrial, Inc.|19.25|$1.31B|2011|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/stag
STAG^A|Stag Industrial, Inc.|27.1|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/stag^a
STAG^B|Stag Industrial, Inc.|25.41|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/stag^b
SSI|Stage Stores, Inc.|17.95|$573.48M|n/a|Consumer Services|Clothing/Shoe/Accessory Stores|http://www.nasdaq.com/symbol/ssi
STMP|Stamps.com Inc.|84.4|$1.38B|1999|Miscellaneous|Business Services|http://www.nasdaq.com/symbol/stmp
SFG|StanCorp Financial Group, Inc.|114.14|$4.83B|1999|Finance|Accident &Health Insurance|http://www.nasdaq.com/symbol/sfg
SMP|Standard Motor Products, Inc.|36.47|$832.25M|n/a|Capital Goods|Auto Parts:O.E.M.|http://www.nasdaq.com/symbol/smp
SPF|Standard Pacific Corp|8.69|$2.4B|n/a|Capital Goods|Homebuilding|http://www.nasdaq.com/symbol/spf
SXI|Standex International Corporation|72.87|$931.09M|n/a|Technology|Industrial Machinery/Components|http://www.nasdaq.com/symbol/sxi
SWH|Stanley Black & Decker, Inc.|121.7|$19.02B|n/a|Capital Goods|Industrial Machinery/Components|http://www.nasdaq.com/symbol/swh
SWJ|Stanley Black & Decker, Inc.|25.93|n/a|n/a|Capital Goods|Industrial Machinery/Components|http://www.nasdaq.com/symbol/swj
SWK|Stanley Black & Decker, Inc.|105.99|$16.24B|n/a|Capital Goods|Industrial Machinery/Components|http://www.nasdaq.com/symbol/swk
SWU|Stanley Black & Decker, Inc.|144.82|n/a|n/a|Capital Goods|Industrial Machinery/Components|http://www.nasdaq.com/symbol/swu
STLY|Stanley Furniture Company, Inc.|2.93|$43.69M|n/a|Consumer Durables|Home Furnishings|http://www.nasdaq.com/symbol/stly
STN|Stantec Inc|25.89|$2.44B|n/a|Consumer Services|Military/Government/Technical|http://www.nasdaq.com/symbol/stn
SPLS|Staples, Inc.|14.26|$9.14B|1989|Consumer Services|Other Specialty Stores|http://www.nasdaq.com/symbol/spls
SBLK|Star Bulk Carriers Corp.|3|$656.8M|n/a|Transportation|Marine Transportation|http://www.nasdaq.com/symbol/sblk
SBLKL|Star Bulk Carriers Corp.|20.72|n/a|n/a|Transportation|Marine Transportation|http://www.nasdaq.com/symbol/sblkl
SGU|Star Gas Partners, L.P.|9.4|$538.45M|n/a|Consumer Services|Other Specialty Stores|http://www.nasdaq.com/symbol/sgu
SBUX|Starbucks Corporation|56.27|$83.52B|1992|Consumer Services|Restaurants|http://www.nasdaq.com/symbol/sbux
SRT|StarTek, Inc.|4.55|$70.19M|1997|Technology|Professional Services|http://www.nasdaq.com/symbol/srt
HOT|Starwood Hotels & Resorts Worldwide, Inc.|77.24|$13.16B|n/a|Consumer Services|Hotels/Resorts|http://www.nasdaq.com/symbol/hot
STWD|STARWOOD PROPERTY TRUST, INC.|21.84|$5.21B|2009|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/stwd
SWAY|Starwood Waypoint Residential Trust|25.51|$967M|2014|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/sway
STRZA|Starz|37.2|$3.8B|n/a|Consumer Services|Television Services|http://www.nasdaq.com/symbol/strza
STRZB|Starz|37.15|$3.79B|n/a|Consumer Services|Television Services|http://www.nasdaq.com/symbol/strzb
STFC|State Auto Financial Corporation|23.38|$963.81M|1991|Finance|Property-Casualty Insurers|http://www.nasdaq.com/symbol/stfc
STBZ|State Bank Financial Corporation.|20.15|$720.14M|n/a|Finance|Major Banks|http://www.nasdaq.com/symbol/stbz
SIBC|State Investors Bancorp, Inc.|21.2|$48.85M|2011|Finance|Savings Institutions|http://www.nasdaq.com/symbol/sibc
SNC|State National Companies, Inc.|10.54|$468.79M|n/a|Finance|Property-Casualty Insurers|http://www.nasdaq.com/symbol/snc
STT|State Street Corporation|79.53|$32.74B|n/a|Finance|Major Banks|http://www.nasdaq.com/symbol/stt
STT^C|State Street Corporation|25.04|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/stt^c
STT^D|State Street Corporation|26.3|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/stt^d
STT^E|State Street Corporation|25.52|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/stt^e
STO|Statoil ASA|16.97|$54.11B|n/a|Energy|Integrated oil Companies|http://www.nasdaq.com/symbol/sto
STDY|SteadyMed Ltd.|5.2199|$70.89M|2015|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/stdy
GASS|StealthGas, Inc.|5.12|$219.6M|2005|Transportation|Marine Transportation|http://www.nasdaq.com/symbol/gass
STLD|Steel Dynamics, Inc.|21.67|$5.24B|1996|Basic Industries|Steel/Iron Ore|http://www.nasdaq.com/symbol/stld
SXCL|Steel Excel Inc.|21.3999|$245.11M|n/a|Energy|Oilfield Services/Equipment|http://www.nasdaq.com/symbol/sxcl
SPLP|Steel Partners Holdings LP|16.45|$448.44M|n/a|Capital Goods|Industrial Specialties|http://www.nasdaq.com/symbol/splp
SCS|Steelcase Inc.|17.92|$2.19B|1998|Consumer Durables|Office Equipment/Supplies/Services|http://www.nasdaq.com/symbol/scs
SMRT|Stein Mart, Inc.|10.2|$463.03M|1992|Consumer Services|Clothing/Shoe/Accessory Stores|http://www.nasdaq.com/symbol/smrt
STNR|Steiner Leisure Limited|57.65|$740.09M|1996|Consumer Services|Other Consumer Services|http://www.nasdaq.com/symbol/stnr
SCM|Stellus Capital Investment Corporation|10.07|$125.67M|2012|n/a|n/a|http://www.nasdaq.com/symbol/scm
SCQ|Stellus Capital Investment Corporation|25.17|n/a|2014|n/a|n/a|http://www.nasdaq.com/symbol/scq
STEM|StemCells, Inc.|0.4091|$44.39M|1992|Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|http://www.nasdaq.com/symbol/stem
STML|Stemline Therapeutics, Inc.|10.05|$179.96M|2013|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/stml
SCL|Stepan Company|48.92|$1.09B|n/a|Basic Industries|Package Goods/Cosmetics|http://www.nasdaq.com/symbol/scl
STXS|Stereotaxis, Inc.|0.9251|$19.4M|2004|Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|http://www.nasdaq.com/symbol/stxs
SRCL|Stericycle, Inc.|144.3|$12.24B|1996|Basic Industries|Environmental Services|http://www.nasdaq.com/symbol/srcl
STE|STERIS Corporation|67.98|$4.07B|n/a|Health Care|Industrial Specialties|http://www.nasdaq.com/symbol/ste
STL|Sterling Bancorp|14.75|$1.34B|n/a|Finance|Major Banks|http://www.nasdaq.com/symbol/stl
STRL|Sterling Construction Company Inc|5.17|$97.63M|n/a|Basic Industries|Military/Government/Technical|http://www.nasdaq.com/symbol/strl
SHOO|Steven Madden, Ltd.|39.78|$2.52B|1993|Consumer Non-Durables|Shoe Manufacturing|http://www.nasdaq.com/symbol/shoo
SSFN|Stewardship Financial Corp|6.1|$37.15M|n/a|Finance|Major Banks|http://www.nasdaq.com/symbol/ssfn
STC|Stewart Information Services Corporation|40.23|$936.78M|n/a|Finance|Specialty Insurers|http://www.nasdaq.com/symbol/stc
SF|Stifel Financial Corporation|55.43|$3.85B|n/a|Finance|Investment Bankers/Brokers/Service|http://www.nasdaq.com/symbol/sf
SFN|Stifel Financial Corporation|25.6|$1.26B|n/a|Finance|Investment Bankers/Brokers/Service|http://www.nasdaq.com/symbol/sfn
SWC|Stillwater Mining Company|9.18|$1.11B|n/a|Basic Industries|Precious Metals|http://www.nasdaq.com/symbol/swc
STM|STMicroelectronics N.V.|7.81|$6.86B|n/a|Technology|Semiconductors|http://www.nasdaq.com/symbol/stm
STCK|Stock Building Supply Holdings, Inc.|18.72|$490.18M|2013|Consumer Services|RETAIL: Building Materials|http://www.nasdaq.com/symbol/stck
SYBT|Stock Yards Bancorp, Inc.|36.93|$548.46M|n/a|Finance|Major Banks|http://www.nasdaq.com/symbol/sybt
SGY|Stone Energy Corporation|6.1|$349.22M|1993|Energy|Oil & Gas Production|http://www.nasdaq.com/symbol/sgy
EDF|Stone Harbor Emerging Markets Income Fund|14.03|$221.42M|2010|n/a|n/a|http://www.nasdaq.com/symbol/edf
EDI|Stone Harbor Emerging Markets Total Income Fund|12.85|$123.53M|2012|n/a|n/a|http://www.nasdaq.com/symbol/edi
BANX|StoneCastle Financial Corp|15.5276|$101.02M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/banx
SGBK|Stonegate Bank|30.82|$315.74M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/sgbk
SGM|Stonegate Mortgage Corporation|7.38|$190.27M|2013|Finance|Finance: Consumer Services|http://www.nasdaq.com/symbol/sgm
STON|StoneMor Partners L.P.|26.91|$787.37M|2004|Consumer Services|Other Consumer Services|http://www.nasdaq.com/symbol/ston
SRI|Stoneridge, Inc.|12.03|$335.8M|1997|Capital Goods|Auto Parts:O.E.M.|http://www.nasdaq.com/symbol/sri
STOR|STORE Capital Corporation|20.97|$2.66B|2014|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/stor
STRI|STR Holdings, Inc|0.8601|$15.57M|2009|Capital Goods|Specialty Chemicals|http://www.nasdaq.com/symbol/stri
STRP|Straight Path Communications Inc.|23.6|$282.56M|2013|Public Utilities|Telecommunications Equipment|http://www.nasdaq.com/symbol/strp
SSYS|Stratasys, Ltd.|32.62|$1.69B|1994|Technology|Computer peripheral equipment|http://www.nasdaq.com/symbol/ssys
SGL|Strategic Global Income Fund, Inc.|8.16|$148.99M|1992|n/a|n/a|http://www.nasdaq.com/symbol/sgl
BEE|Strategic Hotels & Resorts Inc|13.9|$3.83B|n/a|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/bee
STRT|Strattec Security Corporation|68.5|$241.14M|n/a|Capital Goods|Auto Parts:O.E.M.|http://www.nasdaq.com/symbol/strt
STRS|Stratus Properties, Inc.|15.39|$124.06M|n/a|Consumer Services|Homebuilding|http://www.nasdaq.com/symbol/strs
STRA|Strayer Education, Inc.|56.02|$617.8M|1996|Consumer Services|Other Consumer Services|http://www.nasdaq.com/symbol/stra
STRM|Streamline Health Solutions, Inc.|2.6101|$48.7M|n/a|Technology|EDP Services|http://www.nasdaq.com/symbol/strm
SYK|Stryker Corporation|102.19|$38.48B|n/a|Health Care|Medical/Dental Instruments|http://www.nasdaq.com/symbol/syk
STB|Student Transportation Inc|4.3|$413.41M|n/a|Transportation|Other Transportation|http://www.nasdaq.com/symbol/stb
RGR|Sturm, Ruger & Company, Inc.|63.57|$1.19B|n/a|Capital Goods|Ordnance And Accessories|http://www.nasdaq.com/symbol/rgr
SPH|Suburban Propane Partners, L.P.|37.85|$2.29B|1996|Consumer Services|Other Specialty Stores|http://www.nasdaq.com/symbol/sph
SCMP|Sucampo Pharmaceuticals, Inc.|24.23|$1.1B|2007|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/scmp
SUBK|Suffolk Bancorp|28.48|$335.48M|n/a|Finance|Major Banks|http://www.nasdaq.com/symbol/subk
SMFG|Sumitomo Mitsui Financial Group Inc|9.21|$62.96B|n/a|Finance|Commercial Banks|http://www.nasdaq.com/symbol/smfg
SUMR|Summer Infant, Inc.|1.98|$36.18M|n/a|Consumer Durables|Miscellaneous manufacturing industries|http://www.nasdaq.com/symbol/sumr
SMMF|Summit Financial Group, Inc.|12.24|$132.71M|n/a|Finance|Major Banks|http://www.nasdaq.com/symbol/smmf
INN|Summit Hotel Properties, Inc.|12.49|$1.08B|2011|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/inn
INN^A|Summit Hotel Properties, Inc.|27|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/inn^a
INN^B|Summit Hotel Properties, Inc.|26.65|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/inn^b
INN^C|Summit Hotel Properties, Inc.|25.85|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/inn^c
SUM|Summit Materials, Inc.|26.49|$2.53B|2015|Basic Industries|Mining & Quarrying of Nonmetallic Minerals (No Fuels)|http://www.nasdaq.com/symbol/sum
SMLP|Summit Midstream Partners, LP|24.42|$1.02B|2012|Public Utilities|Natural Gas Distribution|http://www.nasdaq.com/symbol/smlp
SSBI|Summit State Bank|13.49|$64.52M|2006|n/a|n/a|http://www.nasdaq.com/symbol/ssbi
SMMT|Summit Therapeutics plc|12.5001|$152.46M|2015|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/smmt
SNBC|Sun Bancorp, Inc.|20.63|$384.13M|n/a|Finance|Commercial Banks|http://www.nasdaq.com/symbol/snbc
SUI|Sun Communities, Inc.|67.42|$3.63B|1993|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/sui
SUI^A|Sun Communities, Inc.|25.7745|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/sui^a
SNHY|Sun Hydraulics Corporation|33.44|$892.68M|1997|Capital Goods|Metal Fabrications|http://www.nasdaq.com/symbol/snhy
SLF|Sun Life Financial Inc.|34.74|$21.21B|n/a|Finance|Life Insurance|http://www.nasdaq.com/symbol/slf
SXCP|SunCoke Energy Partners, L.P.|16.41|$644.64M|2013|Basic Industries|Steel/Iron Ore|http://www.nasdaq.com/symbol/sxcp
SXC|SunCoke Energy, Inc.|12.13|$791.72M|2011|Basic Industries|Steel/Iron Ore|http://www.nasdaq.com/symbol/sxc
SU|Suncor Energy  Inc.|29.04|$41.99B|n/a|Energy|Integrated oil Companies|http://www.nasdaq.com/symbol/su
SEMI|SunEdison Semiconductor Limited|12.8|$536.33M|2014|Technology|Semiconductors|http://www.nasdaq.com/symbol/semi
SUNE|SunEdison, Inc.|15.59|$4.91B|n/a|Technology|Semiconductors|http://www.nasdaq.com/symbol/sune
SNSS|Sunesis Pharmaceuticals, Inc.|1.25|$94.34M|2005|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/snss
GOMO|Sungy Mobile Limited|4.68|$146.39M|2013|Technology|Computer Software: Prepackaged Software|http://www.nasdaq.com/symbol/gomo
SSY|SunLink Health Systems, Inc.|1.7999|$17M|n/a|Health Care|Hospital/Nursing Management|http://www.nasdaq.com/symbol/ssy
SXL|Sunoco Logistics Partners LP|34.76|$8.8B|2002|Energy|Natural Gas Distribution|http://www.nasdaq.com/symbol/sxl
SUN|Sunoco LP|36.94|$1.32B|2012|Energy|Oil Refining/Marketing|http://www.nasdaq.com/symbol/sun
STKL|SunOpta, Inc.|10.77|$730.52M|n/a|Consumer Services|Farming/Seeds/Milling|http://www.nasdaq.com/symbol/stkl
SPWR|SunPower Corporation|n/a|n/a|2005|Technology|Semiconductors|http://www.nasdaq.com/symbol/spwr
RUN|Sunrun Inc.|10.12|$981.38M|2015|n/a|n/a|http://www.nasdaq.com/symbol/run
SBCP|Sunshine Bancorp, Inc.|14.41|$60.98M|2014|Finance|Savings Institutions|http://www.nasdaq.com/symbol/sbcp
SSH|Sunshine Heart Inc|2.61|$47.85M|n/a|Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|http://www.nasdaq.com/symbol/ssh
SHO|Sunstone Hotel Investors, Inc.|14.42|$3.01B|2004|Consumer Services|Hotels/Resorts|http://www.nasdaq.com/symbol/sho
SHO^D|Sunstone Hotel Investors, Inc.|25.85|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/sho^d
STI|SunTrust Banks, Inc.|44.69|$22.97B|n/a|Finance|Major Banks|http://www.nasdaq.com/symbol/sti
STI.WS.A|SunTrust Banks, Inc.|n/a|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/sti.ws.a
STI.WS.B|SunTrust Banks, Inc.|n/a|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/sti.ws.b
STI^A|SunTrust Banks, Inc.|22.75|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/sti^a
STI^E|SunTrust Banks, Inc.|25.03|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/sti^e
SMCI|Super Micro Computer, Inc.|27.18|$1.28B|2007|Technology|Computer Manufacturing|http://www.nasdaq.com/symbol/smci
SPCB|SuperCom, Ltd.|11.09|$180.27M|n/a|Technology|Semiconductors|http://www.nasdaq.com/symbol/spcb
SCON|Superconductor Technologies Inc.|1.14|$20.8M|1993|Technology|Radio And Television Broadcasting And Communications Equipment|http://www.nasdaq.com/symbol/scon
SDPI|Superior Drilling Products, Inc.|1.85|$31.99M|2014|Energy|Metal Fabrications|http://www.nasdaq.com/symbol/sdpi
SPN|Superior Energy Services, Inc.|17.52|$2.64B|n/a|Energy|Oilfield Services/Equipment|http://www.nasdaq.com/symbol/spn
SUP|Superior Industries International, Inc.|19.9|$529.11M|n/a|Capital Goods|Auto Parts:O.E.M.|http://www.nasdaq.com/symbol/sup
SGC|Superior Uniform Group, Inc.|17.08|$235.68M|n/a|Consumer Non-Durables|Apparel|http://www.nasdaq.com/symbol/sgc
SUPN|Supernus Pharmaceuticals, Inc.|17.84|$852.08M|2012|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/supn
SVU|SuperValu Inc.|9.12|$2.42B|n/a|Consumer Services|Food Chains|http://www.nasdaq.com/symbol/svu
SPRT|support.com, Inc.|1.23|$67.13M|2000|Technology|EDP Services|http://www.nasdaq.com/symbol/sprt
STS|Supreme Industries, Inc.|8.25|$137.63M|n/a|Capital Goods|Construction/Ag Equipment/Trucks|http://www.nasdaq.com/symbol/sts
SCAI|Surgical Care Affiliates, Inc.|38.29|$1.51B|2013|Health Care|Medical Specialities|http://www.nasdaq.com/symbol/scai
SRDX|SurModics, Inc.|24|$310.37M|1998|Health Care|Medical/Dental Instruments|http://www.nasdaq.com/symbol/srdx
SBBX|Sussex Bancorp|12.1|$56.57M|n/a|Finance|Major Banks|http://www.nasdaq.com/symbol/sbbx
TOR|Sutor Technology Group Limited|1.1901|$2.02M|n/a|Capital Goods|Steel/Iron Ore|http://www.nasdaq.com/symbol/tor
SIVB|SVB Financial Group|149.56|$7.66B|n/a|Finance|Major Banks|http://www.nasdaq.com/symbol/sivb
SIVBO|SVB Financial Group|25.53|n/a|n/a|Finance|Major Banks|http://www.nasdaq.com/symbol/sivbo
SFY|Swift Energy Company|0.6|$26.73M|n/a|Energy|Oil & Gas Production|http://www.nasdaq.com/symbol/sfy
SWFT|Swift Transportation Company|23.32|$3.33B|2010|Transportation|Trucking Freight/Courier Services|http://www.nasdaq.com/symbol/swft
SWSH|Swisher Hygiene, Inc.|0.58|$10.22M|n/a|Basic Industries|Package Goods/Cosmetics|http://www.nasdaq.com/symbol/swsh
SWZ|Swiss Helvetia Fund, Inc. (The)|11.86|$314.97M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/swz
SYKE|Sykes Enterprises, Incorporated|25.35|$1.1B|1996|Technology|EDP Services|http://www.nasdaq.com/symbol/syke
SYMC|Symantec Corporation|22.91|$15.67B|1989|Technology|Computer Software: Prepackaged Software|http://www.nasdaq.com/symbol/symc
SYA|Symetra Financial Corporation|29.52|$3.43B|2010|Finance|Life Insurance|http://www.nasdaq.com/symbol/sya
SSRG|Symmetry Surgical Inc.|8.6|$88.69M|n/a|Health Care|Industrial Specialties|http://www.nasdaq.com/symbol/ssrg
SYNC|Synacor, Inc.|1.66|$46.03M|2012|Technology|Computer Software: Programming, Data Processing|http://www.nasdaq.com/symbol/sync
